INSTNM,CITY,STABBR,ZIP,INSTURL
Great Basin College,Elko,NV,89801,www.gbcnv.edu
Marinello Schools of Beauty-Reno,Reno,NV,89502,www.marinello.com
Marinello School of Beauty,Portland,OR,972123732,http://www.marinello.com
Morrison University,Reno,NV,89521,www.morrison.anthem.edu
Sierra Nevada College,Incline Village,NV,89451,www.sierranevada.edu
Truckee Meadows Community College,Reno,NV,89512-3999,www.tmcc.edu
Western Nevada College,Carson City,NV,89703-7399,www.wnc.edu
Colby-Sawyer College,New London,NH,03257-7835,www.colby-sawyer.edu
Continental Academie of Hair Design-Hudson,Hudson,NH,3051,continentalacademie.com
Daniel Webster College,Nashua,NH,03063-1300,www.dwc.edu
Dartmouth College,Hanover,NH,03755-3529,www.dartmouth.edu
Empire Beauty School-Laconia,Laconia,NH,3246,www.empirebeautyschools.com
Empire Beauty School-Somersworth,Somersworth,NH,3878,www.empirebeautyschools.com
Franklin Pierce University,Rindge,NH,03461-0060,www.franklinpierce.edu
University of New Hampshire-School of Law,Concord,NH,03301-4197, New England Association of Schools and Colleges Commission on Institutions of Higher Education
Mount Washington College,Manchester,NH,03103-9969,www.mountwashington.edu/index.aspx
Keene Beauty Academy,Keene,NH,3431,WWW.KEENEBEAUTYACADEMY.edu
Lebanon College,Lebanon,NH,3766,www.lebanoncollege.edu
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,NH,3110,michaels.paulmitchell.edu
New England College,Henniker,NH,3242,www.nec.edu/
New England School of Hair Design Inc,West Lebanon,NH,03784-2003,www.neshd.org
Southern New Hampshire University,Manchester,NH,03106-1045,www.snhu.edu
New Hampshire Institute for Therapeutic Arts,Hudson,NH,3051,www.nhita.com
New Hampshire Institute for Therapeutic Arts,Bridgton,ME,4009,http://www.nhita.com
University of New Hampshire-Main Campus,Durham,NH,03824-3547,www.unh.edu
Keene State College,Keene,NH,03435-1506,www.keene.edu
University of New Hampshire at Manchester,Manchester,NH,03101-1113,manchester.unh.edu
Plymouth State University,Plymouth,NH,03264-1595,www.plymouth.edu
NHTI-Concord's Community College,Concord,NH,03301-7412,www.nhti.edu
White Mountains Community College,Berlin,NH,3570,www.wmcc.edu
River Valley Community College,Claremont,NH,03743-9707,www.rivervalley.edu
Lakes Region Community College,Laconia,NH,3246,www.lrcc.edu
Manchester Community College,Manchester,NH,03102-8518,www.mccnh.edu
Nashua Community College,Nashua,NH,03063-1026,www.nashuacc.edu
Great Bay Community College,Portsmouth,NH,03801-2879,www.greatbay.edu
Paul Mitchell the School-Portsmouth,Portsmouth,NH,03801-4084,portsmouth.paulmitchell.edu/
Rivier University,Nashua,NH,3060,www.rivier.edu
Saint Anselm College,Manchester,NH,03102-1310,www.anselm.edu
St Joseph School of Nursing,Nashua,NH,3060,www.sjhacademiccenter.org
Granite State College,Concord,NH,03301-3471,www.granite.edu
Thomas More College of Liberal Arts,Merrimack,NH,3054,www.thomasmorecollege.edu
Eastwick College-Hackensack,Hackensack,NJ,7601,www.eastwickcollege.edu
Atlantic Cape Community College,Mays Landing,NJ,08330-2699,www.atlantic.edu
Fortis Institute-Wayne,Wayne,NJ,7470,fortisinstitute.edu
Bergen Community College,Paramus,NJ,07652-1595,www.bergen.edu
Berkeley College-Woodland Park,Woodland Park,NJ,7424,www.BerkeleyCollege.edu
Beth Medrash Govoha,Lakewood,NJ,08701-2754,NULL
Bloomfield College,Bloomfield,NJ,7003,www.bloomfield.edu/
Brookdale Community College,Lincroft,NJ,07738-1597,www.brookdalecc.edu
Burlington County College,Pemberton,NJ,08068-1599,www.bcc.edu
Caldwell College,Caldwell,NJ,07006-6195,www.caldwell.edu
Camden County College,Blackwood,NJ,8012,www.camdencc.edu
Centenary College,Hackettstown,NJ,7840,www.centenarycollege.edu
Adult and Continuing Education-BCTS,Hackensack,NJ,07601-6637, Middle States Commission on Secondary Schools
Anthem Institute-Parsippany,Parsippany,NJ,07054-3897,www.anthem.edu
Lincoln Technical Institute-Edison,Edison,NJ,08820-2896, National Accrediting Commission of Career Arts and Sciences
Fox Institute of Business-Clifton,CLIFTON,NJ,7011,www.americaninstitute.com
American Institute,Clifton,NJ,70112379,http://www.americaninstitute.com
Empire Beauty School-Ocean,Ocean,NJ,07712-4003,www.empire.edu
Cooper Health System Center for Allied Health Education,Camden,NJ,8103,www.cooperhealth.org
County College of Morris,Randolph,NJ,07869-2086,WWW.CCM.EDU
Cumberland County College,Vineland,NJ,08362-1500,www.cccnj.edu
Divers Academy International,ERIAL,NJ,8081,www.diversacademy.edu
Drake College of Business-Elizabeth,Elizabeth,NJ,7201,www.drakecollege.edu
Drew University,Madison,NJ,7940,www.drew.edu
duCret School of Arts,Plainfield,NJ,7060,WWW.DUCRET.EDU
Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,07080-2424,www.lincolntech.com
Essex County College,Newark,NJ,7102,www.essex.edu
Empire Beauty School-Union,Union,NJ,7083,www.empire.edu
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,7666,www.fdu.edu
Felician College,Lodi,NJ,7644,www.felician.edu
Fairleigh Dickinson University-College at Florham,Madison,NJ,7940,www.fdu.edu
Hohokus School of Trade and Technical Sciences,Paterson,NJ,7513,www.eastwickcolleges.com
Georgian Court University,Lakewood,NJ,08701-2697,www.georgian.edu
Rowan University,Glassboro,NJ,8028,www.rowan.edu
Gloucester County College,Sewell,NJ,8080,www.gccnj.edu
Empire Beauty School-Cherry Hill,Cherry Hill,NJ,8002,www.empire.edu
Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ,8002, Accrediting Council for Independent Colleges and Schools
Eastwick College-Ramsey,Ramsey,NJ,07446-2551,www.eastwickcollege.edu
Holy Name Medical Center School of Nursing,Teaneck,NJ,07666-4246,www.schoolofnursing.info
Hudson County Community College,Jersey City,NJ,7306,www.hccc.edu
New Jersey City University,Jersey City,NJ,7305,www.njcu.edu
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,7801,kubertschool.edu
Kean University,Union,NJ,7083,www.kean.edu
Harris School of Business-Voorhees Campus,Voorhees,NJ,8043,www.harrisschool.edu
Lincoln Technical Institute-Union,Union,NJ,7083,WWW.LINCOLNedu.COM
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,08043-1800,www.rizzierischools.com
Mercer County Community College,West Windsor,NJ,08550-3407,www.mccc.edu
Middlesex County College,Edison,NJ,08818-3050,www.middlesexcc.edu
Monmouth University,West Long Branch,NJ,07764-1898,www.monmouth.edu
Montclair State University,Montclair,NJ,07043-1624,www.montclair.edu
Mountainside School of Nursing,Montclair,NJ,07042-4837,www.mhson.com
Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing,Plainfield,NJ,7061,www.jfkmuhlenbergschools.org
Hohokus School-RETS Nutley,Nutley,NJ,7110,www.hohokusrets.com
Empire Beauty School-Jersey City,Jersey City,NJ,7306,www.empire.edu
New Brunswick Theological Seminary,New Brunswick,NJ,08901-1107,www.nbts.edu
Robert Fiance Beauty Schools-West New York,West New York,NJ,07093-4623,www.robertfiance.com
New Jersey Institute of Technology,Newark,NJ,7102,www.njit.edu/
Ocean County College,Toms River,NJ,08754-2001,www.ocean.edu/
Omega Institute,Pennsauken,NJ,08109-4417,www.omegainstitute.edu
P B Cosmetology Education Center,Gloucester,NJ,8030,www.pbbeautyschool.com
Parisian Beauty School,Hackensack,NJ,07601-5509,www.parisianbeautyacademy.com
Passaic County Community College,Paterson,NJ,07505-1179,www.pccc.edu
Pennco Tech-Blackwood,Blackwood,NJ,8012,www.penncotech.edu
Princeton Theological Seminary,Princeton,NJ,08542-0803, Middle States Commission on Higher Education
Princeton University,Princeton,NJ,08544-0070,www.princeton.edu
Rabbinical College of America,Morristown,NJ,7960,www.rca.edu/
Ramapo College of New Jersey,Mahwah,NJ,07430-1680,www.ramapo.edu
Robert Fiance Beauty Schools-Perth Amboy,Perth Amboy,NJ,8861,www.robertfiance.com
Rider University,Lawrenceville,NJ,08648-3099,www.rider.edu
Roman Academy of Beauty Culture,Hawthorne,NJ,7506,ROMANACADEMY.NET
Rutgers University-Camden,Camden,NJ,8102,www.rutgers.edu
Rutgers University-New Brunswick,New Brunswick,NJ,08901-1281,www.rutgers.edu/
Rutgers University-Newark,Newark,NJ,7102,www.rutgers.edu
St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,08629-1986,www.stfrancismedical.org/Education/School-of-Radiologic-Technology.aspx
Saint Francis Medical Center School of Nursing,Trenton,NJ,08629-1986,www.stfrancismedical.org/Education/School-of-Nursing.aspx
Saint Peter's University,Jersey City,NJ,07306-5997,www.saintpeters.edu
Salem Community College,Carneys Point,NJ,08069-2799,www.salemcc.edu
Seton Hall University,South Orange,NJ,07079-2697,www.shu.edu
Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,NJ,8234,www.shorebeautyschool.com
College of Saint Elizabeth,Morristown,NJ,07960-6989,www.cse.edu
Raritan Valley Community College,Branchburg,NJ,8876,www.raritanval.edu
Stevens Institute of Technology,Hoboken,NJ,07030-5991,www.stevens.edu
The Richard Stockton College of New Jersey,Galloway,NJ,08205-9441, Middle States Commission on Higher Education
Talmudical Academy-New Jersey,Adelphia,NJ,7710,NULL
Teterboro School of Aeronautics,Teterboro,NJ,07608-1083,www.teterboroschool.com
Thomas Edison State College,Trenton,NJ,08608-1176,www.tesc.edu
The College of New Jersey,Ewing,NJ,08628-0718,www.tcnj.edu
Sanford-Brown Institute-Iselin,Iselin,NJ,8830,WWW.SB-NJ.COM
Union County College,Cranford,NJ,07016-1599,www.ucc.edu
William Paterson University of New Jersey,Wayne,NJ,7470,www.wpunj.edu
Olympian University of Cosmetology,Alamogordo,NM,88310-5051,www.olympianuniversity.com
Central New Mexico Community College,Albuquerque,NM,87106,www.cnm.edu
Navajo Technical University,Crownpoint,NM,87313-0849,www.navajotech.edu
De Wolff College Hair Styling and Cosmetology,Albuquerque,NM,87112-4413,www.dewolffcollege.net
New Mexico State University-Dona Ana,Las Cruces,NM,88003-0105,dabcc.nmsu.edu/
Clovis Community College,Clovis,NM,88101-8381, Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges
Eastern New Mexico University-Main Campus,Portales,NM,88130,www.enmu.edu
Eastern New Mexico University-Roswell Campus,Roswell,NM,88202-6000,www.roswell.enmu.edu
Institute of American Indian and Alaska Native Culture,Santa Fe,NM,87508-1300,www.iaia.edu
New Mexico Highlands University,Las Vegas,NM,87701,www.nmhu.edu
New Mexico Junior College,Hobbs,NM,88240,www.nmjc.edu
New Mexico Military Institute,Roswell,NM,88201-5173,www.nmmi.edu
University of New Mexico-Gallup Campus,Gallup,NM,87301,www.gallup.unm.edu
New Mexico Institute of Mining and Technology,Socorro,NM,87801,www.nmt.edu
University of New Mexico-Los Alamos Campus,Los Alamos,NM,87544,www.la.unm.edu
University of New Mexico-Main Campus,Albuquerque,NM,87106,www.unm.edu
New Mexico State University-Alamogordo,Alamogordo,NM,88310,nmsua.edu
New Mexico State University-Carlsbad,Carlsbad,NM,88220,www.cavern.nmsu.edu/
New Mexico State University-Grants,Grants,NM,87020,grants.nmsu.edu/
New Mexico State University-Main Campus,Las Cruces,NM,88003-8001,www.nmsu.edu/
University of New Mexico-Valencia County Campus,Los Lunas,NM,87031-7633,vc.unm.edu/
Northern New Mexico College,Espanola,NM,87532,nnmc.edu
San Juan College,Farmington,NM,87402-4699,www.sanjuancollege.edu
Santa Fe Community College,Santa Fe,NM,87508-4887,www.sfcc.edu
Santa Fe University of Art and Design,Santa Fe,NM,87505-7634,www.santafeuniversity.edu
University of the Southwest,Hobbs,NM,88240,www.usw.edu
Southwestern College,Santa Fe,NM,87507,www.swc.edu
Southwestern Indian Polytechnic Institute,Albuquerque,NM,87120-3101,www.sipi.edu
University of New Mexico-Taos Campus,Ranchos de Taos,NM,87557,taos.unm.edu/index.html
Mesalands Community College,Tucumcari,NM,88401-3352,www.mesalands.edu
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,87505-7708,voguebeautycollege.com
Western New Mexico University,Silver City,NM,88061,www.wnmu.edu
Vaughn College of Aeronautics and Technology,Flushing,NY,11369,www.vaughn.edu
Adelphi University,Garden City,NY,11530-0701,www.adelphi.edu/
Adirondack Community College,Queensbury,NY,12804,WWW.SUNYACC.EDU
Globe Institute of Technology,New York,NY,10018,www.globe.edu/index.asp
Bryant & Stratton College-Albany,Albany,NY,12205,www.bryantstratton.edu
Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,www.acphs.edu
Albany Law School,Albany,NY,12208,www.albanylaw.edu
Albany Medical College,Albany,NY,12208-3479,www.amc.edu
Alfred University,Alfred,NY,14802-1205,www.alfred.edu
Allen School-Brooklyn,Brooklyn,NY,11201,www.allenschool.edu
The Ailey School,New York,NY,10019-4402,www.alvinailey.org
American Academy of Dramatic Arts-New York,New York,NY,10016,www.aada.edu
American Academy McAllister Institute of Funeral Service,New York,NY,10019,www.funeraleducation.org
Joffrey Ballet School,New York,NY,10011,www.joffreyballetschool.com
American Musical and Dramatic Academy,New York,NY,10023,www.amda.edu
Apex Technical School,Long Island City,NY,11101,www.apextechnical.com
Arnot Ogden Medical Center,Elmira,NY,14905-1676,www.aomc.org
Associated Beth Rivkah Schools,Brooklyn,NY,11225,dhl.bethrivkah.edu/
Austin's School of Spa Technology,Albany,NY,12206-1513,www.austin.edu
Bank Street College of Education,New York,NY,10025,www.bankstreet.edu
Bard College,Annandale-On-Hudson,NY,12504-5000,www.bard.edu
Barnard College,New York,NY,10027-6598,www.barnard.edu
Berk Trade and Business School,Long Island City,NY,11101-8120,www.berktradeschool.com
Berkeley College-New York,New York,NY,10017,www.BerkeleyCollege.edu
Berkeley College - Westchester Campus,White Plains,NY,10601,http://www.BerkeleyCollege.edu
Beth Hatalmud Rabbinical College,Brooklyn,NY,11214,NULL
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204,NULL
Phillips Beth Israel School of Nursing,New York,NY,10001-6354,www.futurenursebi.org
Hair Design Institute at Fifth Avenue-Brooklyn,Brooklyn,NY,11209,hairdesigninstitute.com
Boricua College,New York,NY,10032-1560,boricuacollege.edu
Bramson ORT College,Forest Hills,NY,11375-4239,bramsonort.edu
Briarcliffe College,Bethpage,NY,11714-3545,www.briarcliffe.edu
Briarcliffe College?Patchogue,Patchogue,NY,11772,NULL
Brittany Beauty School,Levittown,NY,11756-1345,www.BrittanyBeautySchool.com
American Beauty School,Bronx,NY,10462,www.americanbeautyschool.com
Brooklyn Law School,Brooklyn,NY,11201,www.brooklaw.edu
SUNY Broome Community College,Binghamton,NY,13905,WWW.SUNYBROOME.EDU
Bryant & Stratton College-Amherst,Getzville,NY,14068,www.bryantstratton.edu
Bryant & Stratton College-Syracuse North,Liverpool,NY,13090,www.bryantstratton.edu
Bryant & Stratton College-Syracuse,Syracuse,NY,13203-2502,www.bryantstratton.edu
Bryant & Stratton College-Buffalo,Buffalo,NY,14203,www.bryantstratton.edu
Bryant & Stratton College-Greece,Rochester,NY,14612,www.bryantstratton.edu
Business Informatics Center Inc,Valley Stream,NY,11580-5431,www.thecollegeforbusiness.com
Canisius College,Buffalo,NY,14208-1098,WWW.Canisius.edu
Capri School of Hair Design,Nanuet,NY,10954,Caprinow.com
St Paul's School of Nursing-Queens,Rego Park,NY,11374,stpaulsschoolofnursing.com
Cayuga County Community College,Auburn,NY,13021-3099,www.cayuga-cc.edu/
Cazenovia College,Cazenovia,NY,13035,www.cazenovia.edu
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,11230,NULL
Cheryl Fells School of Business,Niagara Falls,NY,14304,www.cherylfell.edu
Christ the King Seminary,East Aurora,NY,14052-0607, Middle States Commission on Higher Education
Circle in the Square Theater School,New York,NY,10019-6795,www.circlesquare.org
Clarkson University,Potsdam,NY,13699,www.clarkson.edu
Clinton Community College,Plattsburgh,NY,12901,www.clinton.edu
Cochran School of Nursing,Yonkers,NY,10701,www.cochranschoolofnursing.us
Colgate Rochester Crozer Divinity School,Rochester,NY,14620-2589,www.crcds.edu
Colgate University,Hamilton,NY,13346-1398,www.colgate.edu
Metropolitan College of New York,New York,NY,10013-1919,www.mcny.edu
Columbia University in the City of New York,New York,NY,10027,www.columbia.edu
Columbia-Greene Community College,Hudson,NY,12534,www.sunycgcc.edu
Empire Beauty School-Queens,Astoria,NY,11103,www.empire.edu
Concordia College-New York,Bronxville,NY,10708-1998,www.concordia-ny.edu
Continental School of Beauty Culture-Buffalo,Buffalo,NY,14223,www.continentalnow.com
Continental School of Beauty Culture-Batavia,Batavia,NY,14020,www.continentalnow.com
Continental School of Beauty Culture-Rochester,Rochester,NY,14623,www.continentalnow.com
